left_elbow_angle,right_elbow_angle,avg_elbow_angle,elbow_angle_diff,elbow_symmetry,wrist_x,wrist_y,wrist_z,wrist_x_normalized,wrist_y_position,shoulder_width,shoulder_mid_x,retraction_offset,retraction_normalized,alignment_score,has_flare,extreme_flare,avg_elbow_angle_squared,label
169.88678863169517,167.79620441177352,168.84149652173434,2.090584219921652,0.987694250760994,0.5416430532932281,0.45236748456954956,0.4472738355398178,4.639873864776921,0.45236748456954956,0.1167365900622968,0.5380286574363708,0.0017577111721038818,0.015057071404654484,0.0036143958568573,1,1,28507.45094769883,1
168.3161762635707,167.71077712200128,168.73082914230952,2.0717667631573016,0.9827787481010001,0.5384738256561343,0.4538199198910821,0.4417412681010188,2.0,0.450402846682117,0.1160644046120464,0.5362352608507771,0.0017578340557525011,0.01524291699167857,0.003588961775746986,1,1,28793.180585432983,1
172.14878889400654,168.8514235151767,170.1065396902036,2.0169521156073857,0.9995842866633764,0.5405182623303751,0.46232620234897326,0.4322577584053826,2.0,0.44657887544227726,0.11955919950634974,0.5473950471092189,0.001703907300109122,0.01461541244647773,0.0034149635675537844,1,1,28788.04267764415,1
172.1759001465899,169.86455053287486,171.02022533973238,2.3113496137150378,0.9865756496016739,0.5510060489177704,0.44646866619586945,0.36819101870059967,4.955703173037107,0.44646866619586945,0.111186249393562,0.5431257337331772,0.0019161701202392578,0.017233876767051102,0.0078803151845932,1,1,29247.91747525284,1
172.7721387603617,169.84051077903771,166.41262134508403,2.293291587330537,0.9936505142759615,0.5505913857986718,0.4405233252768222,0.3612129518329367,2.0,0.4431389254543497,0.11186176178661275,0.546229799395007,0.00194645046830116,0.016749353811963318,0.007873396618624764,1,1,29132.857699776192,1
174.8412495386443,163.79159404865248,173.02959966378353,2.2918082296037214,0.989959100342187,0.554276439361656,0.45096549562056876,0.370614339856104,2.0,0.4400367708437624,0.1148182107151336,0.5508783041665085,0.001868944441076587,0.017138646204344504,0.007617296336849761,1,1,30183.115455987885,1
179.1191128253252,179.248622425758,179.1838676255416,0.12950960043278315,0.9992774862161832,0.4982208013534546,0.4026159197092056,0.5058654993772507,4.561605407000966,0.4026159197092056,0.10922049517672125,0.4983106255531311,0.006581157445907593,0.0602557005007085,8.982419967651367e-05,1,1,32106.85841724762,1
178.89424196061424,179.90887092697992,178.86103423138883,0.12926222075189445,0.9961365179862433,0.48920543632282215,0.40850876670175534,0.5027668469911442,2.0,0.4049918794932861,0.10832769868374346,0.5023509688840181,0.006527844895942158,0.059451101835694464,8.903804641054045e-05,1,1,31849.471172326335,1
175.046415242639,175.5862791023421,175.72382453915358,0.12875894543922808,1.0033611593947158,0.5157266114572364,0.39430996596160617,0.5092491332899007,2.0,0.40521733450156344,0.10951229558430547,0.49078293631186937,0.0065648624380231346,0.058611332444558004,9.39780269684627e-05,1,1,31967.88267964401,1
174.97703185805685,172.9329016471367,173.95496675259676,2.0441302109201445,0.9883177226792922,0.467891126871109,0.4509412944316864,0.1528983935713768,3.970079630558614,0.4509412944316864,0.11785434308915207,0.4653736501932144,0.0038519352674484253,0.032683863542768136,0.0025174766778945923,1,1,30260.330457897046,1
175.9791803871349,172.21590141130983,174.51860512301656,2.0522946765310537,0.9895240046931729,0.46446466484815935,0.44829918769276295,0.15308955565637639,2.0,0.45005755169436645,0.11751945346581842,0.45987144036143274,0.0038507801898820305,0.03229933635553269,0.0025180715404200453,1,1,30558.049364345494,1
170.03585813772904,172.56462803047702,174.13799309177008,2.015217328320349,0.9864345052665289,0.4666939479311582,0.4534196222086911,0.15779325615776468,2.0,0.4692714277931648,0.11677482220595573,0.4574432075394914,0.0038324370559392,0.03270834621219452,0.0025030690620331413,1,1,29391.006306166197,1
169.92729970740962,171.49345252179256,170.7103761146011,1.5661528143829457,0.9908675649632517,0.5540319979190826,0.43597806990146637,0.3508664071559906,4.736313933920724,0.43597806990146637,0.11697535375583827,0.5529571622610092,0.0006924718618392944,0.005919809939491061,0.0010748356580734253,1,1,29142.03251318857,1
